Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
10,5,7,0.753245,1.81386,4.58849,0.0,0.0,36.49
10,5,10,0.739586,1.84053,5.76184,0.0,0.0,43.77
10,5,20,0.732381,1.30318,8.60423,0.0,0.0,47.57
10,2.5,0.001,0.696571,1.00017,1.00191,0.0002,0.0027,17.27
10,2.5,0.004,0.665617,1.00053,1.00555,0.0057,0.0033,23.02
10,2.5,0.007,0.661526,1.00086,1.0094,0.0004,0.0032,21.31
10,2.5,0.01,0.65979,1.0012,1.01225,0.0018,0.0032,21.07
10,2.5,0.04,0.655702,1.00452,1.03831,0.0,0.0004,21.21
10,2.5,0.07,0.654027,1.00785,1.06159,0.0,0.0004,22.47
10,2.5,0.1,0.652355,1.01117,1.08431,0.0,0.0,23.01
10,2.5,0.4,0.638964,1.04309,1.26394,0.0,0.0,27.57
10,2.5,0.7,0.6277,1.07354,1.41196,0.0,0.0,31.69
10,2.5,1,0.617709,1.10228,1.54464,0.0,0.0,34.28
10,2.5,4,0.566458,1.29594,2.66656,0.0,0.0,45.24
10,2.5,7,0.551537,1.3942,3.72485,0.0,0.0,50.83
10,2.5,10,0.545411,1.42408,4.75256,0.0,0.0,53.72
10,2.5,20,0.540125,1.43141,7.49415,0.0,0.0,65.58
10,1,0.001,0.320888,1.0001,1.0018,0.0,0.0033,40.01
10,1,0.004,0.306124,1.0002,1.00463,0.0,0.0032,41.94
10,1,0.007,0.303891,1.00031,1.00877,0.0,0.0032,42.96
10,1,0.01,0.302984,1.0004,1.01114,0.0,0.0032,43.07
10,1,0.04,0.301277,1.00135,1.03579,0.0,0.0003,46.43
10,1,0.07,0.300825,1.00233,1.0596,0.0,0.0,48.1
10,1,0.1,0.300514,1.0033,1.08234,0.0,0.0,49.81
10,1,0.4,0.298736,1.01205,1.25589,0.0,0.0,56.62
10,1,0.7,0.297201,1.02073,1.40004,0.0,0.0,62.44
10,1,1,0.295833,1.02847,1.5296,0.0,0.0,65.66
10,1,4,0.288449,1.08157,2.61036,0.0,0.0,78.76
10,1,7,0.286056,1.10602,3.58102,0.0,0.0,85.2
10,1,10,0.284952,1.12313,4.49778,0.0,0.0,89.99
10,1,20,0.283741,1.148,6.95283,0.0,0.0,98.59
7.5,100,0.001,4.22978,1.00479,1.09421,3.3033,3.2028,4.84
7.5,100,0.004,4.19834,1.02052,1.19512,3.0534,2.8806,4.79
7.5,100,0.007,4.12911,1.03473,1.25761,2.9293,2.7246,4.87
7.5,100,0.01,4.08358,1.04905,1.3158,2.8426,2.6221,4.86
7.5,100,0.04,3.67059,1.1828,1.66098,2.4199,2.0928,5.07
7.5,100,0.07,3.37581,1.30462,1.89504,2.2864,1.9025,5.27
7.5,100,0.1,3.14357,1.41881,2.09789,2.1915,1.6869,5.48
7.5,100,0.4,2.09244,2.12146,3.50129,1.334,0.8055,6.7
7.5,100,0.7,1.77381,2.73181,4.17543,0.8942,0.3825,7.75
7.5,100,1,1.56091,2.93306,5.40008,0.9295,0.3433,8.95
7.5,80,0.001,4.09503,1.00433,1.09052,2.7647,2.6676,4.45
7.5,80,0.004,4.07746,1.01864,1.18538,2.708,2.5338,4.76
7.5,80,0.007,4.00999,1.0323,1.24429,2.5611,2.3624,4.8
7.5,80,0.01,3.96435,1.04586,1.29914,2.4668,2.2441,4.8
7.5,80,0.04,3.58241,1.17083,1.61774,2.1285,1.8003,5.01
7.5,80,0.07,3.30797,1.28356,1.83844,2.0151,1.6379,5.2
7.5,80,0.1,3.09085,1.38705,2.03192,1.9302,1.4564,5.42
7.5,80,0.4,2.08152,2.0453,3.25064,1.2254,0.7096,6.66
7.5,80,0.7,1.76917,2.57855,3.95698,0.843,0.3132,7.72
7.5,80,1,1.55694,2.8663,4.95015,0.8012,0.1646,8.8
7.5,60,0.001,3.88477,1.00402,1.08264,2.3086,2.2205,4.53
7.5,60,0.004,3.87468,1.01668,1.16972,2.2018,2.0439,4.69
7.5,60,0.007,3.82182,1.02887,1.22577,2.064,1.8804,4.7
7.5,60,0.01,3.77786,1.04065,1.27338,2.0129,1.7842,4.76
7.5,60,0.04,3.44114,1.1511,1.56542,1.7223,1.3797,4.94
7.5,60,0.07,3.19543,1.25196,1.76115,1.6468,1.205,5.15
7.5,60,0.1,3.00035,1.34244,1.9329,1.5815,1.1712,5.31
7.5,60,0.4,2.06232,2.00731,2.97867,1.0432,0.545,6.58
7.5,60,0.7,1.75684,2.36597,3.55642,0.7395,0.169,7.64
7.5,60,1,1.55121,2.68264,4.34897,0.6482,0.0,8.62
7.5,50,0.001,3.73885,1.00368,1.07784,2.0235,1.9434,4.43
7.5,50,0.004,3.72214,1.01522,1.15807,1.8521,1.6952,4.6
7.5,50,0.007,3.67368,1.02623,1.21091,1.7452,1.5625,4.67
7.5,50,0.01,3.6319,1.03712,1.25364,1.7001,1.4906,4.71
7.5,50,0.04,3.32925,1.13761,1.52532,1.4691,1.1587,4.9
7.5,50,0.07,3.10467,1.22819,1.70644,1.4122,1.0145,5.12
7.5,50,0.1,2.92505,1.31156,1.8634,1.3617,0.9705,5.27
7.5,50,0.4,2.04719,1.90849,2.80252,0.9139,0.4194,6.53
7.5,50,0.7,1.74388,2.24485,3.35011,0.6627,0.0507,7.58
7.5,50,1,1.54384,2.53511,4.00022,0.5628,0.0,8.52
7.5,40,0.001,3.53282,1.00332,1.07143,0.6581,0.5819,3.92
7.5,40,0.004,3.50429,1.01329,1.14382,1.4594,1.3222,4.62
7.5,40,0.007,3.46518,1.02281,1.19041,1.36,1.1858,4.62
7.5,40,0.01,3.42259,1.03192,1.22789,1.3297,1.1311,4.67
7.5,40,0.04,3.16522,1.11955,1.47574,1.1647,0.8411,4.88
7.5,40,0.07,2.96783,1.19802,1.63563,1.1379,0.7877,5.08
7.5,40,0.1,2.81152,1.27037,1.77311,1.0982,0.6812,5.26
7.5,40,0.4,2.01669,1.78839,2.58683,0.7537,0.2433,6.5
7.5,40,0.7,1.72108,2.08522,3.09244,0.5693,0.0,7.54
7.5,40,1,1.53039,2.35119,3.6131,0.473,0.0,8.43
7.5,30,0.001,3.21154,1.00261,1.06187,1.1263,1.0547,4.4
7.5,30,0.004,3.17417,1.01053,1.12166,0.9848,0.8583,4.61
7.5,30,0.007,3.14175,1.01815,1.16197,0.9249,0.7627,4.64
7.5,30,0.01,3.10993,1.02546,1.19388,0.8945,0.7084,4.66
7.5,30,0.04,2.90945,1.09517,1.40427,0.805,0.5236,4.89
7.5,30,0.07,2.7546,1.15865,1.53767,0.8081,0.4407,5.1
7.5,30,0.1,2.6282,1.21588,1.6507,0.7829,0.4096,5.29
7.5,30,0.4,1.95421,1.63307,2.32376,0.5733,0.022,6.52
7.5,30,0.7,1.67869,1.89503,2.77397,0.4521,0.0,7.53
7.5,30,1,1.5017,2.12613,3.18737,0.374,0.0,8.36
7.5,20,0.001,2.65033,1.00178,1.04453,0.5307,0.4761,4.63
7.5,20,0.004,2.62453,1.00666,1.08952,0.4592,0.3619,4.73
7.5,20,0.007,2.60747,1.01158,1.11907,0.4363,0.3064,4.76
7.5,20,0.01,2.59147,1.01643,1.14342,0.4264,0.2885,4.8
7.5,20,0.04,2.46937,1.06202,1.29915,0.4191,0.1838,5.07
7.5,20,0.07,2.37298,1.10399,1.39761,0.4397,0.1702,5.26
7.5,20,0.1,2.28996,1.14334,1.48047,0.442,0.1324,5.42
7.5,20,0.4,1.81202,1.44437,2.00028,0.3679,0.0,6.76
7.5,20,0.7,1.58297,1.65263,2.37658,0.2966,0.0,7.69
7.5,20,1,1.43649,1.83652,2.71548,0.2476,0.0,8.45
7.5,20,4,0.999898,1.37605,6.07003,0.1291,0.0069,12.97
7.5,20,7,0.984836,1.32286,8.56544,0.0918,0.0,15.09
7.5,20,10,0.979383,1.31659,10.158,0.0132,0.0,13.35
7.5,20,20,0.973734,1.29617,15.4564,0.0,0.0044,18.73
7.5,15,0.001,2.27862,1.00124,1.03411,0.2462,0.2019,4.71
7.5,15,0.004,2.22673,1.00459,1.0671,0.2294,0.1522,4.99
7.5,15,0.007,2.21734,1.00797,1.08977,0.2247,0.1274,5.05
7.5,15,0.01,2.20343,1.01123,1.10809,0.2248,0.105,5.05
7.5,15,0.04,2.12604,1.04292,1.2288,0.2575,0.0498,5.31
7.5,15,0.07,2.06608,1.07297,1.30691,0.2849,0.0163,5.57
7.5,15,0.1,2.0123,1.10099,1.37233,0.2928,0.0004,5.78
7.5,15,0.4,1.67076,1.3307,1.80753,0.246,0.0,7.1
7.5,15,0.7,1.48791,1.50566,2.13407,0.1991,0.0,7.98
7.5,15,1,1.36681,1.6585,2.43241,0.1669,0.0,8.68
7.5,15,4,0.974488,1.44183,5.50133,0.0832,0.0,12.83
7.5,15,7,0.958832,1.35159,8.00316,0.0616,0.0,14.87
7.5,15,10,0.953237,1.32785,9.70494,0.0384,0.0,16.02
7.5,15,20,0.947484,1.303,13.3245,0.0,0.0021,22.95
7.5,10,0.001,1.80265,1.00078,1.02035,0.077,0.0502,5.38
7.5,10,0.004,1.72244,1.00258,1.03938,0.0791,0.0307,5.7
7.5,10,0.007,1.71492,1.00441,1.05373,0.0874,0.0198,5.75
7.5,10,0.01,1.70805,1.00634,1.06563,0.0947,0.0111,5.82
7.5,10,0.04,1.67061,1.0248,1.14739,0.1299,0.0005,6.2
7.5,10,0.07,1.64279,1.04253,1.20267,0.14,0.0,6.47
7.5,10,0.1,1.61772,1.05977,1.24984,0.142,0.0,6.67
7.5,10,0.4,1.43076,1.21308,1.58737,0.1126,0.0,7.88
7.5,10,0.7,1.31218,1.33985,1.84927,0.0886,0.0,8.68
7.5,10,1,1.23089,1.45209,2.09129,0.0734,0.0,9.34
7.5,10,4,0.927333,2.1698,4.57201,0.0296,0.0,13.05
7.5,10,7,0.902805,1.35642,6.82623,0.0187,0.0,14.85
7.5,10,10,0.897427,1.33339,8.53085,0.0079,0.0,15.74
7.5,10,20,0.891732,1.31486,12.1286,0.0,0.0045,32.08
7.5,7.5,0.001,1.4993,1.00053,1.01143,0.0298,0.0144,6.14
7.5,7.5,0.004,1.4275,1.00182,1.02368,0.0387,0.0053,6.56
7.5,7.5,0.007,1.41804,1.00303,1.0334,0.0437,0.0004,6.66
7.5,7.5,0.01,1.41453,1.00426,1.04259,0.0473,0.0003,6.73
7.5,7.5,0.04,1.3948,1.01678,1.10299,0.0656,0.0004,7.12
7.5,7.5,0.07,1.3781,1.02912,1.14591,0.0684,0.0,7.38
7.5,7.5,0.1,1.36398,1.04128,1.18367,0.0673,0.0,7.57
7.5,7.5,0.4,1.24867,1.15448,1.46631,0.0467,0.0,8.69
7.5,7.5,0.7,1.17011,1.25327,1.69034,0.0332,0.0,9.44
7.5,7.5,1,1.11236,1.34348,1.89473,0.0245,0.0,10.06
7.5,7.5,4,0.878524,1.90866,3.90891,0.0024,0.0,13.12
7.5,7.5,7,0.846256,1.357,5.83889,0.0,0.0,14.12
7.5,7.5,10,0.840942,1.33358,7.32625,0.0,0.0,34.15
7.5,7.5,20,0.835728,1.2986,10.5371,0.0,0.0,37.82
7.5,5,0.001,1.13007,1.00035,1.00385,0.0048,0.0032,7.91
7.5,5,0.004,1.07897,1.00111,1.00929,0.0039,0.0,8.42
7.5,5,0.007,1.07301,1.00189,1.01498,0.0046,0.0,8.5
7.5,5,0.01,1.0699,1.00261,1.02002,0.0056,0.0,8.55
7.5,5,0.04,1.06124,1.01026,1.05867,0.0084,0.0,8.95
7.5,5,0.07,1.05424,1.01782,1.08925,0.0063,0.0,9.13
7.5,5,0.1,1.0478,1.02532,1.11718,0.0051,0.0,9.29
7.5,5,0.4,0.997325,1.0974,1.3386,0.0,0.0,14.73
7.5,5,0.7,0.956835,1.16237,1.52193,0.0,0.0,16.8
7.5,5,1,0.924389,1.22292,1.68491,0.0,0.0,18.81
7.5,5,4,0.777687,1.6142,3.1718,0.0,0.0,28.5
7.5,5,7,0.74382,1.75566,4.54261,0.0,0.0,33.29
7.5,5,10,0.736072,1.34727,5.68955,0.0,0.0,40.48
7.5,5,20,0.731762,1.30255,8.2801,0.0,0.0,43.76
7.5,2.5,0.001,0.682825,1.00017,1.0019,0.0002,0.0032,13.74
7.5,2.5,0.004,0.651837,1.00051,1.00554,0.0057,0.0033,19.27
7.5,2.5,0.007,0.647694,1.00086,1.00939,0.0004,0.0032,17.45
7.5,2.5,0.01,0.645906,1.00118,1.01221,0.0018,0.0032,17.25
7.5,2.5,0.04,0.641749,1.00447,1.03825,0.0,0.0003,17.47
7.5,2.5,0.07,0.640045,1.00777,1.06163,0.0,0.0003,18.69
7.5,2.5,0.1,0.638462,1.01077,1.08437,0.0,0.0,19.25
7.5,2.5,0.4,0.625209,1.04179,1.26399,0.0,0.0,23.73
7.5,2.5,0.7,0.614025,1.07122,1.41198,0.0,0.0,27.76
7.5,2.5,1,0.604118,1.09874,1.54463,0.0,0.0,30.29
7.5,2.5,4,0.555093,1.27517,2.66538,0.0,0.0,40.83
7.5,2.5,7,0.541562,1.35428,3.72234,0.0,0.0,46.39
7.5,2.5,10,0.535985,1.37296,4.74931,0.0,0.0,49.1
7.5,2.5,20,0.530977,1.39034,7.50115,0.0,0.0,73.62
7.5,1,0.001,0.311203,1.0001,1.0018,0.0,0.0033,32.34
7.5,1,0.004,0.29658,1.0002,1.00462,0.0,0.0032,33.93
7.5,1,0.007,0.294466,1.0003,1.00877,0.0,0.0032,34.93
7.5,1,0.01,0.293566,1.00039,1.01114,0.0,0.0032,35.02
7.5,1,0.04,0.291876,1.00131,1.03577,0.0,0.0004,38.34
7.5,1,0.07,0.291466,1.00226,1.05957,0.0,0.0,40.0
7.5,1,0.1,0.291167,1.0032,1.08229,0.0,0.0,41.69
7.5,1,0.4,0.289346,1.01238,1.25582,0.0,0.0,48.44
7.5,1,0.7,0.287794,1.02093,1.39996,0.0,0.0,54.21
7.5,1,1,0.286515,1.02745,1.52953,0.0,0.0,57.39
7.5,1,4,0.279966,1.07179,2.61021,0.0,0.0,70.21
7.5,1,7,0.277982,1.08332,3.58066,0.0,0.0,76.53
7.5,1,10,0.277133,1.08235,4.49777,0.0,0.0,81.32
7.5,1,20,0.276454,1.09149,6.95212,0.0,0.0,89.84
6.25,100,0.001,3.89694,1.00397,1.08759,2.7808,2.6854,4.14
6.25,100,0.004,3.86705,1.01716,1.18042,2.7065,2.5394,4.44
6.25,100,0.007,3.81802,1.02997,1.24007,2.6074,2.4158,4.46
6.25,100,0.01,3.77439,1.04263,1.2897,2.5199,2.2968,4.48
6.25,100,0.04,3.43662,1.15882,1.61355,2.1855,1.875,4.68
6.25,100,0.07,3.19003,1.26535,1.82833,2.0658,1.7007,4.85
6.25,100,0.1,2.99031,1.36291,2.04861,1.9797,1.5017,5.02
6.25,100,0.4,2.06005,2.0846,3.23918,1.2573,0.7463,6.07
6.25,100,0.7,1.66358,2.74608,4.34904,1.0173,0.4716,7.05
6.25,100,1,1.50343,2.76023,4.76284,0.7793,0.1585,7.97
6.25,80,0.001,3.78187,1.0037,1.08201,2.5019,2.4157,4.15
6.25,80,0.004,3.76121,1.01663,1.17162,2.3904,2.2278,4.36
6.25,80,0.007,3.71437,1.02838,1.22764,2.2786,2.0885,4.39
6.25,80,0.01,3.67393,1.03963,1.2754,2.22,2.004,4.42
6.25,80,0.04,3.36186,1.14906,1.57631,1.9194,1.5388,4.62
6.25,80,0.07,3.12981,1.2477,1.78408,1.8288,1.4289,4.79
6.25,80,0.1,2.94039,1.33907,1.95869,1.7558,1.3172,4.97
6.25,80,0.4,2.04999,1.99863,3.08804,1.1598,0.6562,6.03
6.25,80,0.7,1.67044,2.58556,4.01396,0.9278,0.3674,7.0
6.25,80,1,1.50426,2.62537,4.5931,0.7355,0.0701,7.9
6.25,60,0.001,3.60851,1.0036,1.0781,2.008,1.9251,4.01
6.25,60,0.004,3.59444,1.01461,1.15949,1.9497,1.802,4.3
6.25,60,0.007,3.55466,1.02535,1.20973,1.8582,1.667,4.35
6.25,60,0.01,3.51415,1.03579,1.2534,1.8004,1.5914,4.34
6.25,60,0.04,3.23601,1.13384,1.5279,1.5629,1.248,4.54
6.25,60,0.07,3.02644,1.22161,1.71442,1.5041,1.0827,4.73
6.25,60,0.1,2.85545,1.30509,1.87333,1.459,1.0623,4.87
6.25,60,0.4,2.02778,1.88309,2.86904,0.9976,0.5027,5.95
6.25,60,0.7,1.67406,2.36871,3.60145,0.7802,0.1781,6.9
6.25,60,1,1.5014,2.42851,4.2478,0.6402,0.0,7.76
6.25,50,0.001,3.50556,1.00318,1.07489,1.8811,1.7999,4.21
6.25,50,0.004,3.46492,1.01323,1.14923,1.6679,1.5212,4.27
6.25,50,0.007,3.4301,1.02317,1.19677,1.5731,1.3997,4.3
6.25,50,0.01,3.38964,1.0327,1.2373,1.5265,1.326,4.33
6.25,50,0.04,3.13904,1.12256,1.49286,1.3377,1.0413,4.5
6.25,50,0.07,2.94419,1.2034,1.66695,1.2948,0.9213,4.7
6.25,50,0.1,2.78823,1.27883,1.81283,1.261,0.8777,4.83
6.25,50,0.4,2.00719,1.81068,2.72214,0.8805,0.3846,5.92
6.25,50,0.7,1.67292,2.23637,3.35554,0.6867,0.0518,6.84
6.25,50,1,1.4951,2.32739,3.97814,0.5718,0.0,7.68
6.25,40,0.001,3.31752,1.00293,1.0666,0.5136,0.4396,3.49
6.25,40,0.004,3.27879,1.01179,1.13552,1.3364,1.2003,4.24
6.25,40,0.007,3.24742,1.02043,1.17924,1.2422,1.0738,4.25
6.25,40,0.01,3.21508,1.02874,1.21525,1.2102,1.019,4.26
6.25,40,0.04,2.99524,1.10736,1.45008,1.0697,0.7333,4.47
6.25,40,0.07,2.82579,1.17933,1.60269,1.0498,0.7109,4.65
6.25,40,0.1,2.68711,1.24597,1.73309,1.0259,0.5928,4.81
6.25,40,0.4,1.97227,1.70996,2.53516,0.734,0.2176,5.88
6.25,40,0.7,1.66012,2.07644,3.06348,0.5779,0.0,6.79
6.25,40,1,1.48273,2.18055,3.61856,0.487,0.0,7.59
6.25,30,0.001,3.04681,1.0023,1.05886,0.4712,0.4042,3.63
6.25,30,0.004,2.99672,1.00948,1.11574,0.9103,0.7888,4.22
6.25,30,0.007,2.96823,1.01643,1.15343,0.8523,0.7019,4.22
6.25,30,0.01,2.9457,1.0231,1.1844,0.8274,0.6538,4.25
6.25,30,0.04,2.77052,1.08701,1.38613,0.749,0.4788,4.45
6.25,30,0.07,2.63483,1.14536,1.51464,0.7593,0.4061,4.64
6.25,30,0.1,2.52078,1.19911,1.62348,0.7404,0.3792,4.81
6.25,30,0.4,1.90724,1.5909,2.29364,0.5648,0.0128,5.89
6.25,30,0.7,1.63135,1.88276,2.73812,0.4519,0.0,6.78
6.25,30,1,1.45663,2.01685,3.18137,0.3826,0.0,7.52
6.25,20,0.001,2.57613,1.00169,1.04485,0.491,0.4358,4.07
6.25,20,0.004,2.5175,1.00632,1.08609,0.4328,0.3384,4.28
6.25,20,0.007,2.50313,1.01085,1.1152,0.4144,0.2899,4.3
6.25,20,0.01,2.48906,1.0154,1.13904,0.4039,0.2636,4.31
6.25,20,0.04,2.37923,1.05861,1.29056,0.4014,0.1729,4.57
6.25,20,0.07,2.29293,1.09799,1.38704,0.4238,0.1584,4.74
6.25,20,0.1,2.21791,1.13552,1.46836,0.4291,0.1211,4.89
6.25,20,0.4,1.7698,1.42513,1.98483,0.3645,0.0,6.09
6.25,20,0.7,1.54823,1.64296,2.35534,0.2951,0.0,6.91
6.25,20,1,1.39955,1.81591,2.70021,0.2492,0.0,7.59
6.25,20,4,1.00044,1.38789,5.98297,0.1292,0.006,11.61
6.25,20,7,0.985338,1.33428,8.42413,0.0953,0.0,13.55
6.25,20,10,0.97982,1.30812,9.98433,0.0224,0.0,12.61
6.25,20,20,0.974309,1.3007,14.806,0.0,0.0042,17.49
6.25,15,0.001,2.2359,1.00118,1.03395,0.245,0.2022,4.23
6.25,15,0.004,2.1609,1.00445,1.06571,0.2207,0.1453,4.44
6.25,15,0.007,2.1509,1.0076,1.08777,0.2182,0.1227,4.5
6.25,15,0.01,2.14086,1.01078,1.10615,0.2193,0.1004,4.5
6.25,15,0.04,2.06887,1.04126,1.22494,0.2524,0.0451,4.74
6.25,15,0.07,2.0141,1.07016,1.30223,0.2798,0.0144,4.99
6.25,15,0.1,1.96378,1.09813,1.36709,0.2883,0.0002,5.18
6.25,15,0.4,1.6372,1.32314,1.7985,0.2441,0.0,6.37
6.25,15,0.7,1.45971,1.49755,2.12067,0.1983,0.0,7.16
6.25,15,1,1.33851,1.64699,2.41687,0.1667,0.0,7.78
6.25,15,4,0.97519,1.43969,5.41625,0.0829,0.0,11.51
6.25,15,7,0.95937,1.34328,7.86426,0.0626,0.0,13.37
6.25,15,10,0.953778,1.31923,9.52836,0.0404,0.0,14.51
6.25,15,20,0.948011,1.30679,13.0493,0.0,0.0042,21.03
6.25,10,0.001,1.77068,1.00073,1.01998,0.0754,0.0487,4.7
6.25,10,0.004,1.6962,1.00258,1.03923,0.0783,0.0303,4.99
6.25,10,0.007,1.68703,1.00434,1.05328,0.0867,0.0183,5.03
6.25,10,0.01,1.67743,1.00628,1.065,0.0937,0.0095,5.1
6.25,10,0.04,1.6425,1.02425,1.1463,0.1288,0.0007,5.47
6.25,10,0.07,1.61585,1.04179,1.20121,0.1389,0.0,5.72
6.25,10,0.1,1.59128,1.05895,1.24817,0.1408,0.0,5.91
6.25,10,0.4,1.40927,1.20986,1.58363,0.112,0.0,7.02
6.25,10,0.7,1.29255,1.33675,1.84331,0.0883,0.0,7.75
6.25,10,1,1.21034,1.44835,2.08238,0.0731,0.0,8.34
6.25,10,4,0.919889,1.44319,4.52207,0.0294,0.0,11.7
6.25,10,7,0.903766,1.37482,6.7336,0.0192,0.0,13.39
6.25,10,10,0.89804,1.3312,8.38386,0.0081,0.0,14.19
6.25,10,20,0.892191,1.31272,11.9505,0.0,0.0,21.88
6.25,7.5,0.001,1.47913,1.00056,1.01135,0.0296,0.0144,5.32
6.25,7.5,0.004,1.407,1.00171,1.02356,0.0385,0.0052,5.7
6.25,7.5,0.007,1.39778,1.003,1.03326,0.0435,0.0005,5.8
6.25,7.5,0.01,1.39392,1.00422,1.04228,0.0473,0.0004,5.86
6.25,7.5,0.04,1.37444,1.01651,1.10253,0.0652,0.0004,6.24
6.25,7.5,0.07,1.35782,1.02881,1.14516,0.068,0.0,6.49
6.25,7.5,0.1,1.34362,1.04084,1.18271,0.0668,0.0,6.67
6.25,7.5,0.4,1.23158,1.15099,1.46401,0.0464,0.0,7.71
6.25,7.5,0.7,1.15307,1.2483,1.68657,0.033,0.0,8.39
6.25,7.5,1,1.09435,1.33637,1.88923,0.0244,0.0,8.95
6.25,7.5,4,0.867511,1.86813,3.87405,0.0022,0.0,11.71
6.25,7.5,7,0.846625,1.36036,5.76939,0.0,0.0,12.65
6.25,7.5,10,0.841226,1.33748,7.24006,0.0,0.0008,33.3
6.25,7.5,20,0.835776,1.31234,10.3801,0.0,0.0,34.59
6.25,5,0.001,1.11766,1.00034,1.00345,0.0048,0.0032,6.82
6.25,5,0.004,1.06557,1.0011,1.00923,0.0038,0.0,7.28
6.25,5,0.007,1.05965,1.00185,1.01488,0.0044,0.0,7.36
6.25,5,0.01,1.05707,1.0026,1.01992,0.0055,0.0,7.4
6.25,5,0.04,1.04821,1.01014,1.05844,0.0083,0.0,7.8
6.25,5,0.07,1.04096,1.01759,1.08889,0.0062,0.0,7.97
6.25,5,0.1,1.03423,1.02504,1.11672,0.005,0.0,8.12
6.25,5,0.4,0.983678,1.09543,1.33711,0.0,0.0,13.52
6.25,5,0.7,0.943947,1.15977,1.51957,0.0,0.0,15.58
6.25,5,1,0.910976,1.21962,1.68145,0.0,0.0,17.51
6.25,5,4,0.768533,1.58663,3.1482,0.0,0.0,26.94
6.25,5,7,0.740551,1.33538,4.50611,0.0,0.0,31.27
6.25,5,10,0.735564,1.30666,5.62784,0.0,0.0,39.0
6.25,5,20,0.73109,1.2994,8.77211,0.0,0.0003,42.6
6.25,2.5,0.001,0.671376,1.00018,1.0019,0.0002,0.0032,11.96
6.25,2.5,0.004,0.640411,1.0005,1.00552,0.003,0.0033,15.22
6.25,2.5,0.007,0.636335,1.00086,1.00937,0.0004,0.0032,15.5
6.25,2.5,0.01,0.63454,1.00119,1.01217,0.0017,0.0032,15.28
6.25,2.5,0.04,0.630399,1.00449,1.03828,0.0,0.0004,15.57
6.25,2.5,0.07,0.628647,1.00741,1.06156,0.0,0.0005,16.83
6.25,2.5,0.1,0.627182,1.01054,1.08412,0.0,0.001,17.34
6.25,2.5,0.4,0.614107,1.04097,1.26373,0.0,0.0,21.79
6.25,2.5,0.7,0.603204,1.06961,1.41169,0.0,0.0,25.84
6.25,2.5,1,0.593514,1.09643,1.54441,0.0,0.0,28.33
6.25,2.5,4,0.546964,1.25474,2.6656,0.0,0.0,38.6
6.25,2.5,7,0.534718,1.32559,3.72204,0.0,0.0,44.06
6.25,2.5,10,0.529767,1.34866,4.74917,0.0,0.0,46.74
6.25,2.5,20,0.525097,1.3428,7.50317,0.0,0.0,58.84
6.25,1,0.001,0.304415,1.00011,1.0018,0.0,0.0033,28.41
6.25,1,0.004,0.289947,1.00022,1.00462,0.0,0.0032,29.8
6.25,1,0.007,0.287753,1.00031,1.00877,0.0,0.0032,30.79
6.25,1,0.01,0.286943,1.00041,1.01114,0.0,0.0032,30.88
6.25,1,0.04,0.285206,1.00145,1.03576,0.0,0.0004,34.17
6.25,1,0.07,0.284768,1.00225,1.05955,0.0,0.0,35.82
6.25,1,0.1,0.284492,1.00318,1.08228,0.0,0.0,37.51
6.25,1,0.4,0.282734,1.01213,1.2558,0.0,0.0,44.23
6.25,1,0.7,0.281263,1.02029,1.39991,0.0,0.0,49.96
6.25,1,1,0.279983,1.02764,1.52949,0.0,0.0,53.13
6.25,1,4,0.274645,1.05829,2.60983,0.0,0.0,65.77
6.25,1,7,0.273344,1.06908,3.58047,0.0,0.0,72.06
6.25,1,10,0.272657,1.07458,4.49766,0.0,0.0,76.84
6.25,1,20,0.272147,1.06611,6.9514,0.0,0.0,85.31
5,100,0.001,3.56846,1.00377,1.08299,0.7177,0.633,2.975
5,100,0.004,3.48101,1.01457,1.16521,2.3122,2.1566,4.0
5,100,0.007,3.44853,1.02514,1.21813,2.2244,2.0416,4.05
5,100,0.01,3.41157,1.03534,1.26117,2.1629,1.9634,4.08
5,100,0.04,3.15397,1.13391,1.55738,1.9253,1.5842,4.26
5,100,0.07,2.95228,1.22391,1.75435,1.8096,1.4307,4.39
5,100,0.1,2.79011,1.31034,1.93078,1.7502,1.3152,4.55
5,100,0.4,1.96162,2.01572,3.1427,1.2681,0.7515,5.46
5,100,0.7,1.63574,2.24291,3.86394,0.889,0.3171,6.19
5,100,1,1.48354,2.69352,4.32221,0.6682,0.0,6.89
5,80,0.001,3.43606,1.00356,1.07581,2.1303,2.0484,3.67
5,80,0.004,3.39472,1.0135,1.15694,2.0523,1.9039,3.98
5,80,0.007,3.36562,1.02364,1.2068,1.9592,1.7729,3.98
5,80,0.01,3.33102,1.03324,1.24932,1.9097,1.7001,4.02
5,80,0.04,3.08844,1.12593,1.52638,1.6909,1.3588,4.19
5,80,0.07,2.89984,1.21078,1.71862,1.6058,1.1674,4.34
5,80,0.1,2.746,1.29212,1.87022,1.5549,1.1484,4.46
5,80,0.4,1.95589,1.93964,2.98486,1.1463,0.6412,5.41
5,80,0.7,1.63442,2.17036,3.68936,0.842,0.2605,6.17
5,80,1,1.48494,2.56831,4.18416,0.6384,0.0,6.86
5,60,0.001,3.29816,1.00288,1.07054,0.5374,0.4612,2.87
5,60,0.004,3.26359,1.01234,1.14577,1.6953,1.5497,3.89
