Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
1,2.5,0.1,0.412313,1.01366,1.08362,0.0,0.0,8.5
1,2.5,0.4,0.403883,1.04323,1.26199,0.0,0.0,13.09
1,2.5,0.7,0.400336,1.0542,1.40987,0.0,0.0,17.17
1,2.5,1,0.398932,1.05796,1.54311,0.0,0.0,19.28
1,2.5,4,0.396479,1.07023,2.66164,0.0,0.0,28.14
1,2.5,7,0.396216,1.07058,3.69648,0.0,0.0,31.47
1,2.5,10,0.396105,1.0697,4.70456,0.0,0.0,34.27
1,2.5,20,0.396126,1.07018,7.60896,0.0,0.0,42.74
1,1,0.001,0.20526,1.00023,1.0018,0.0,0.0033,9.96
1,1,0.004,0.194874,1.00048,1.00461,0.0033,0.0032,14.42
1,1,0.007,0.1933,1.00079,1.00876,0.0,0.0032,11.39
1,1,0.01,0.19267,1.0011,1.01114,0.0,0.0032,11.42
1,1,0.04,0.19142,1.00409,1.03572,0.0,0.0004,14.56
1,1,0.07,0.19103,1.00699,1.05949,0.0,0.0,16.18
1,1,0.1,0.190712,1.00976,1.08221,0.0,0.0,17.85
1,1,0.4,0.189903,1.02429,1.25569,0.0,0.0,24.34
1,1,0.7,0.189823,1.0287,1.39979,0.0,0.0,29.85
1,1,1,0.189819,1.03093,1.52938,0.0,0.0,32.81
1,1,4,0.189899,1.03464,2.60891,0.0,0.0,43.86
1,1,7,0.189978,1.03452,3.57366,0.0,0.0,49.16
1,1,10,0.189992,1.03478,4.48533,0.0,0.0,53.35
1,1,20,0.190157,1.03538,6.89358,0.0,0.0,60.5
0.75,100,0.001,1.32356,1.00217,1.03213,0.2291,0.1932,1.3
0.75,100,0.004,1.28091,1.00401,1.06765,0.3327,0.2587,1.68
0.75,100,0.007,1.27887,1.00724,1.09123,0.4783,0.3823,1.86
0.75,100,0.01,1.27778,1.0105,1.11017,0.4868,0.3656,1.92
0.75,100,0.04,1.26591,1.03943,1.23681,0.5103,0.3111,2.12
0.75,100,0.07,1.25208,1.06517,1.32937,0.5288,0.2675,2.26
0.75,100,0.1,1.23902,1.09052,1.41191,0.5407,0.2541,2.35
0.75,100,0.4,1.10493,1.30089,2.02322,0.5955,0.1239,2.88
0.75,100,0.7,1.02735,1.36776,2.54795,0.6154,0.0006,3.24
0.75,100,1,0.986745,1.37771,3.07466,0.6061,0.0,3.55
0.75,80,0.001,1.31715,1.00177,1.03179,0.1287,0.0918,1.21
0.75,80,0.004,1.26444,1.00399,1.06559,0.2793,0.2093,1.57
0.75,80,0.007,1.26035,1.00693,1.08883,0.4443,0.3507,1.88
0.75,80,0.01,1.25935,1.01018,1.10651,0.4447,0.3275,1.91
0.75,80,0.04,1.24783,1.03822,1.22728,0.4624,0.2553,2.09
0.75,80,0.07,1.23475,1.0633,1.31817,0.4774,0.2283,2.23
0.75,80,0.1,1.22217,1.08773,1.39662,0.4891,0.2134,2.32
0.75,80,0.4,1.0936,1.2859,1.98226,0.5528,0.0735,2.86
0.75,80,0.7,1.01916,1.35773,2.47224,0.5622,0.0,3.23
0.75,80,1,0.980278,1.36723,2.9648,0.549,0.017,3.52
0.75,60,0.001,1.34498,1.00081,1.0322,0.2652,0.2289,1.53
0.75,60,0.004,1.23471,1.00423,1.06251,0.2564,0.186,1.58
0.75,60,0.007,1.23121,1.00652,1.08366,0.3688,0.2727,1.81
0.75,60,0.01,1.23112,1.00948,1.10077,0.3798,0.2745,1.86
0.75,60,0.04,1.21906,1.03597,1.21475,0.3958,0.1937,2.05
0.75,60,0.07,1.20665,1.05971,1.30045,0.4088,0.1788,2.18
0.75,60,0.1,1.19469,1.08313,1.37535,0.4219,0.1571,2.26
0.75,60,0.4,1.07484,1.27234,1.91993,0.4907,0.0078,2.85
0.75,60,0.7,1.00548,1.35048,2.36794,0.4898,0.0,3.21
0.75,60,1,0.968643,1.35129,2.81064,0.4728,0.0175,3.49
0.75,50,0.001,1.29371,1.00066,1.03036,0.1466,0.1133,1.31
0.75,50,0.004,1.21307,1.00381,1.05987,0.3078,0.2348,1.74
0.75,50,0.007,1.20988,1.0065,1.0798,0.3328,0.2417,1.79
0.75,50,0.01,1.20895,1.00904,1.0962,0.3378,0.2365,1.86
0.75,50,0.04,1.19734,1.03457,1.20676,0.3519,0.1633,2.03
0.75,50,0.07,1.18555,1.05747,1.28774,0.3663,0.1444,2.14
0.75,50,0.1,1.17356,1.07976,1.36111,0.381,0.1154,2.22
0.75,50,0.4,1.06019,1.26242,1.8767,0.4479,0.0005,2.84
0.75,50,0.7,0.994541,1.3385,2.29847,0.442,0.015,3.2
0.75,50,1,0.95971,1.34889,2.71212,0.4247,0.0172,3.48
0.75,40,0.001,1.26671,1.00015,1.0284,0.3578,0.3235,1.71
0.75,40,0.004,1.1814,1.0035,1.05657,0.281,0.2157,1.73
0.75,40,0.007,1.17883,1.00606,1.07503,0.2821,0.2002,1.77
0.75,40,0.01,1.17692,1.00877,1.08976,0.2838,0.179,1.78
0.75,40,0.04,1.16609,1.03235,1.19516,0.2984,0.1272,2.0
0.75,40,0.07,1.15468,1.05404,1.27368,0.3178,0.097,2.09
0.75,40,0.1,1.14424,1.07519,1.34114,0.3349,0.0662,2.18
0.75,40,0.4,1.03887,1.24858,1.82104,0.3939,0.0,2.85
0.75,40,0.7,0.978476,1.31385,2.20774,0.3823,0.0137,3.2
0.75,40,1,0.945635,1.33181,2.58824,0.3648,0.016,3.48
0.75,30,0.001,1.22714,1.00113,1.02629,0.286,0.2518,1.68
0.75,30,0.004,1.13353,1.00316,1.05119,0.2177,0.1531,1.66
0.75,30,0.007,1.12997,1.00562,1.06766,0.2154,0.1322,1.7
0.75,30,0.01,1.12875,1.00785,1.08136,0.216,0.1266,1.75
0.75,30,0.04,1.11783,1.02926,1.17923,0.2383,0.0755,1.91
0.75,30,0.07,1.10746,1.04921,1.25087,0.2632,0.0373,2.05
0.75,30,0.1,1.0977,1.06856,1.31154,0.2807,0.0096,2.18
0.75,30,0.4,1.00494,1.22841,1.74308,0.3204,0.0,2.86
0.75,30,0.7,0.951249,1.29676,2.08993,0.3054,0.0109,3.21
0.75,30,1,0.922025,1.31499,2.42919,0.2893,0.0127,3.48
0.75,20,0.001,1.12971,1.00071,1.0218,0.1584,0.13,1.56
0.75,20,0.004,1.04753,1.00266,1.04227,0.1329,0.078,1.6
0.75,20,0.007,1.04319,1.00479,1.05599,0.1352,0.0626,1.62
0.75,20,0.01,1.04137,1.00663,1.06795,0.138,0.0571,1.68
0.75,20,0.04,1.03201,1.02532,1.15311,0.1723,0.0092,1.9
0.75,20,0.07,1.02311,1.04263,1.21313,0.1935,0.0005,2.06
0.75,20,0.1,1.01517,1.05809,1.26375,0.2081,0.0006,2.21
0.75,20,0.4,0.940559,1.19164,1.62943,0.2182,0.0032,2.9
0.75,20,0.7,0.898486,1.25615,1.92547,0.2028,0.004,3.25
0.75,20,1,0.874932,1.27937,2.20829,0.1877,0.005,3.52
0.75,20,4,0.828572,1.26611,5.12202,0.1278,0.0,5.12
0.75,20,7,0.822421,1.26934,7.069,0.1004,0.0,6.08
0.75,20,10,0.820129,1.27502,8.57299,0.075,0.0,6.67
0.75,20,20,0.817753,1.2693,10.7756,0.0,0.0005,9.59
0.75,15,0.001,1.04904,1.00072,1.01868,0.09,0.0661,1.42
0.75,15,0.004,0.972589,1.0023,1.03481,0.0863,0.0387,1.55
0.75,15,0.007,0.96696,1.00405,1.04675,0.09,0.0341,1.61
0.75,15,0.01,0.965369,1.00568,1.05711,0.0956,0.0255,1.62
0.75,15,0.04,0.957037,1.02166,1.13122,0.1293,0.0012,1.93
0.75,15,0.07,0.949429,1.03663,1.18316,0.1461,0.0006,2.11
0.75,15,0.1,0.942998,1.05131,1.22667,0.1546,0.0,2.26
0.75,15,0.4,0.881622,1.1671,1.54942,0.1499,0.0,2.96
0.75,15,0.7,0.847943,1.22432,1.80993,0.1348,0.0,3.31
0.75,15,1,0.829958,1.24457,2.05645,0.124,0.0,3.58
0.75,15,4,0.792153,1.25796,4.53951,0.0793,0.0,5.17
0.75,15,7,0.787033,1.24209,6.31398,0.0592,0.0,6.12
0.75,15,10,0.785118,1.24725,7.64841,0.0404,0.0,6.66
0.75,15,20,0.783331,1.25211,10.7943,0.0059,0.0,6.56
0.75,10,0.001,0.909942,1.00069,1.01216,0.0379,0.0217,1.44
0.75,10,0.004,0.847214,1.00184,1.02312,0.0436,0.0103,1.57
0.75,10,0.007,0.842145,1.00317,1.0324,0.0496,0.0043,1.65
0.75,10,0.01,0.840365,1.0045,1.04005,0.0532,0.0002,1.71
0.75,10,0.04,0.834127,1.01718,1.09804,0.0728,0.0007,2.02
0.75,10,0.07,0.828268,1.02876,1.13882,0.0806,0.0,2.23
0.75,10,0.1,0.823366,1.04042,1.17383,0.0824,0.0,2.38
0.75,10,0.4,0.780388,1.1305,1.43964,0.068,0.0,3.07
0.75,10,0.7,0.758237,1.1711,1.656,0.0573,0.0,3.43
0.75,10,1,0.746377,1.19466,1.85577,0.0499,0.0,3.7
0.75,10,4,0.721433,1.21595,3.7532,0.0246,0.0,5.27
0.75,10,7,0.718135,1.21818,5.28562,0.0131,0.0,6.16
0.75,10,10,0.716908,1.20708,6.41607,0.004,0.0,6.33
0.75,10,20,0.71629,1.21846,9.05307,0.0,0.0021,22.35
0.75,7.5,0.001,0.800336,1.00043,1.00752,0.018,0.0086,1.48
0.75,7.5,0.004,0.747865,1.00149,1.01484,0.0228,0.0004,1.69
0.75,7.5,0.007,0.743018,1.00262,1.02161,0.0252,0.0,1.78
0.75,7.5,0.01,0.741393,1.00371,1.02789,0.0269,0.0003,1.84
0.75,7.5,0.04,0.735981,1.01408,1.07485,0.038,0.0005,2.15
0.75,7.5,0.07,0.73173,1.02414,1.10881,0.0397,0.0,2.36
0.75,7.5,0.1,0.728068,1.03329,1.13813,0.0386,0.0,2.5
0.75,7.5,0.4,0.697068,1.10636,1.36967,0.0244,0.0,3.16
0.75,7.5,0.7,0.681554,1.13892,1.55983,0.0176,0.0,3.49
0.75,7.5,1,0.673363,1.16089,1.73287,0.0131,0.0,3.75
0.75,7.5,4,0.657122,1.18751,3.27576,0.0008,0.0,5.03
0.75,7.5,7,0.655648,1.18356,4.62162,0.0,0.0,16.85
0.75,7.5,10,0.654758,1.18654,5.64417,0.0,0.0,20.75
0.75,7.5,20,0.654085,1.18948,7.95151,0.0,0.0021,27.52
0.75,5,0.001,0.642989,1.00036,1.00279,0.0032,0.0032,1.82
0.75,5,0.004,0.602267,1.00114,1.00684,0.0013,0.0032,2.13
0.75,5,0.007,0.598245,1.00193,1.01128,0.0005,0.0,2.06
0.75,5,0.01,0.596639,1.00274,1.01532,0.0011,0.0,2.07
0.75,5,0.04,0.592922,1.01029,1.04783,0.0027,0.0,2.4
0.75,5,0.07,0.590381,1.01754,1.07366,0.0014,0.0,2.52
0.75,5,0.1,0.587496,1.02442,1.09703,0.0002,0.0,2.56
0.75,5,0.4,0.569778,1.07955,1.28843,0.0,0.0,9.14
0.75,5,0.7,0.56189,1.10248,1.45032,0.0,0.0,10.05
0.75,5,1,0.558684,1.11432,1.59548,0.0,0.0,13.21
0.75,5,4,0.552131,1.12852,2.81538,0.0,0.0,18.66
0.75,5,7,0.55183,1.13674,3.85661,0.0,0.0,20.84
0.75,5,10,0.551468,1.13874,4.85643,0.0,0.0,24.22
0.75,5,20,0.551473,1.14076,7.82973,0.0,0.0,34.26
0.75,2.5,0.001,0.395142,1.00024,1.00187,0.0003,0.0032,3.47
0.75,2.5,0.004,0.375736,1.00073,1.00517,0.0051,0.0032,7.12
0.75,2.5,0.007,0.373143,1.00127,1.00919,0.0,0.0032,4.64
0.75,2.5,0.01,0.372236,1.00178,1.01157,0.0007,0.0032,5.07
0.75,2.5,0.04,0.370034,1.00663,1.03754,0.0,0.0003,6.54
0.75,2.5,0.07,0.368947,1.01135,1.06029,0.0,0.0005,7.54
0.75,2.5,0.1,0.36832,1.01576,1.08353,0.0,0.0,7.99
0.75,2.5,0.4,0.363811,1.04565,1.26193,0.0,0.0,12.55
0.75,2.5,0.7,0.363061,1.05777,1.4098,0.0,0.0,16.59
0.75,2.5,1,0.362514,1.06523,1.54307,0.0,0.0,18.67
0.75,2.5,4,0.362201,1.07225,2.6602,0.0,0.0,27.14
0.75,2.5,7,0.362509,1.07181,3.69316,0.0,0.0,30.48
0.75,2.5,10,0.362529,1.07262,4.69941,0.0,0.0,32.99
0.75,2.5,20,0.362857,1.0728,7.56224,0.0,0.0,40.22
0.75,1,0.001,0.184294,1.00026,1.0018,0.0,0.0033,8.78
0.75,1,0.004,0.175749,1.00059,1.0046,0.0033,0.0032,13.18
0.75,1,0.007,0.174421,1.00094,1.00876,0.0,0.0032,10.14
0.75,1,0.01,0.173868,1.00131,1.01114,0.0,0.0032,10.18
0.75,1,0.04,0.172942,1.00494,1.03571,0.0,0.0005,13.3
0.75,1,0.07,0.172851,1.00836,1.05948,0.0,0.0,14.92
0.75,1,0.1,0.172885,1.01138,1.08221,0.0,0.0,16.58
0.75,1,0.4,0.173792,1.02251,1.25569,0.0,0.0,23.02
0.75,1,0.7,0.174217,1.02547,1.39979,0.0,0.0,28.48
0.75,1,1,0.174441,1.0268,1.52939,0.0,0.0,31.38
0.75,1,4,0.174955,1.03056,2.60777,0.0,0.0,41.89
0.75,1,7,0.175078,1.03085,3.56707,0.0,0.0,46.76
0.75,1,10,0.175111,1.03101,4.46153,0.0,0.0,50.07
0.75,1,20,0.175248,1.03931,6.8572,0.0,0.0,57.72
0.5,100,0.001,1.18408,1.00094,1.02977,0.1332,0.0972,1.05
0.5,100,0.004,1.03166,1.00416,1.05587,0.3204,0.2551,1.55
0.5,100,0.007,1.02774,1.00632,1.07549,0.3193,0.2354,1.61
0.5,100,0.01,1.02969,1.00932,1.09169,0.3516,0.256,1.67
0.5,100,0.04,1.03126,1.03395,1.19799,0.3872,0.1934,1.89
0.5,100,0.07,1.02683,1.05703,1.27992,0.4057,0.1854,2.03
0.5,100,0.1,1.02465,1.07786,1.35084,0.4228,0.169,2.12
0.5,100,0.4,0.964926,1.25093,1.90819,0.5083,0.0432,2.69
0.5,100,0.7,0.919506,1.31969,2.39995,0.5399,0.0,3.05
0.5,100,1,0.891847,1.34237,2.91035,0.5444,0.0137,3.33
0.5,80,0.001,1.12497,1.00106,1.02767,0.131,0.0984,1.04
0.5,80,0.004,1.01512,1.00379,1.05373,0.1859,0.1306,1.37
0.5,80,0.007,1.01335,1.00629,1.0732,0.2947,0.216,1.56
0.5,80,0.01,1.01414,1.00832,1.08888,0.3212,0.229,1.67
0.5,80,0.04,1.01577,1.03297,1.19136,0.3516,0.168,1.87
0.5,80,0.07,1.01075,1.05543,1.26939,0.3685,0.1562,2.0
0.5,80,0.1,1.00993,1.07591,1.33908,0.3856,0.1354,2.09
0.5,80,0.4,0.952728,1.245,1.86963,0.4709,0.0067,2.68
0.5,80,0.7,0.909425,1.31243,2.3365,0.4961,0.0141,3.03
0.5,80,1,0.883179,1.33463,2.81297,0.4957,0.0131,3.31
0.5,60,0.001,1.12656,1.00114,1.02662,0.1215,0.0923,1.06
0.5,60,0.004,0.993369,1.00368,1.05121,0.2696,0.2097,1.54
0.5,60,0.007,0.989715,1.00575,1.06949,0.2757,0.1979,1.61
0.5,60,0.01,0.991057,1.00858,1.08417,0.2745,0.1768,1.6
0.5,60,0.04,0.991906,1.03138,1.18113,0.3017,0.1344,1.85
0.5,60,0.07,0.987476,1.0536,1.25624,0.3195,0.1135,1.95
0.5,60,0.1,0.986171,1.07281,1.32022,0.3387,0.0844,2.04
0.5,60,0.4,0.933038,1.23592,1.81775,0.4214,0.0,2.67
0.5,60,0.7,0.893284,1.30167,2.24711,0.4344,0.0124,3.02
0.5,60,1,0.869865,1.32282,2.67962,0.4287,0.0122,3.29
0.5,50,0.001,1.05311,0.999941,1.02518,0.0832,0.0527,0.97
0.5,50,0.004,0.975319,1.00346,1.04925,0.2358,0.1778,1.49
0.5,50,0.007,0.972061,1.00563,1.06669,0.2397,0.165,1.55
0.5,50,0.01,0.972854,1.00823,1.08059,0.2464,0.1546,1.6
0.5,50,0.04,0.97368,1.03041,1.17403,0.2695,0.1114,1.81
0.5,50,0.07,0.969912,1.05188,1.24649,0.2909,0.0809,1.91
0.5,50,0.1,0.967783,1.07059,1.31006,0.3099,0.0518,2.02
0.5,50,0.4,0.918108,1.22308,1.78208,0.3862,0.0,2.68
0.5,50,0.7,0.881958,1.2938,2.18681,0.3934,0.0112,3.02
0.5,50,1,0.858871,1.3039,2.58924,0.3844,0.0118,3.29
0.5,40,0.001,1.02487,1.00172,1.02358,0.2215,0.1932,1.31
0.5,40,0.004,0.951322,1.00317,1.04669,0.2059,0.1514,1.53
0.5,40,0.007,0.947304,1.00529,1.06272,0.2088,0.1318,1.51
0.5,40,0.01,0.947968,1.00781,1.07535,0.2083,0.1254,1.57
0.5,40,0.04,0.948001,1.02901,1.16504,0.2329,0.0816,1.76
0.5,40,0.07,0.944418,1.04952,1.23552,0.2575,0.041,1.88
0.5,40,0.1,0.94283,1.06725,1.29423,0.2762,0.0187,2.01
0.5,40,0.4,0.896828,1.21395,1.73517,0.34,0.0092,2.67
0.5,40,0.7,0.863945,1.28228,2.10833,0.3403,0.0101,3.02
0.5,40,1,0.843482,1.30139,2.47888,0.33,0.0114,3.28
0.5,30,0.001,1.00039,1.00087,1.02218,0.0641,0.0354,1.04
0.5,30,0.004,0.914278,1.00324,1.0429,0.1561,0.106,1.42
0.5,30,0.007,0.909021,1.00501,1.05689,0.1605,0.0937,1.5
0.5,30,0.01,0.90918,1.00719,1.06829,0.1642,0.0799,1.5
0.5,30,0.04,0.90883,1.02579,1.15176,0.1931,0.0362,1.71
0.5,30,0.07,0.905423,1.04607,1.21652,0.2166,0.0068,1.88
0.5,30,0.1,0.904509,1.0607,1.27064,0.2326,0.001,2.0
0.5,30,0.4,0.863802,1.2005,1.67002,0.2773,0.0065,2.69
0.5,30,0.7,0.835459,1.26483,2.00505,0.272,0.0078,3.03
0.5,30,1,0.817748,1.28287,2.33474,0.2608,0.0093,3.28
0.5,20,0.001,0.923008,1.00126,1.01838,0.1276,0.1033,1.33
0.5,20,0.004,0.846322,1.00261,1.03558,0.1012,0.0571,1.38
0.5,20,0.007,0.841057,1.00454,1.04699,0.1046,0.0447,1.42
0.5,20,0.01,0.840986,1.00616,1.05713,0.1081,0.0411,1.46
0.5,20,0.04,0.839628,1.02255,1.1318,0.1415,0.0011,1.72
0.5,20,0.07,0.83669,1.0392,1.18587,0.1598,0.0007,1.9
0.5,20,0.1,0.835238,1.05343,1.23183,0.1719,0.0,2.03
0.5,20,0.4,0.804017,1.17389,1.57269,0.1879,0.0026,2.73
0.5,20,0.7,0.783151,1.22997,1.85879,0.1784,0.0031,3.06
0.5,20,1,0.770416,1.25172,2.13436,0.17,0.0032,3.32
0.5,20,4,0.744412,1.27729,4.88039,0.1204,0.0,4.85
0.5,20,7,0.741887,1.27936,6.74476,0.0937,0.0,5.77
0.5,20,10,0.740706,1.28521,8.20194,0.0693,0.0,6.31
0.5,20,20,0.739939,1.27945,10.2478,0.0,0.0004,8.58
0.5,15,0.001,0.858544,1.00083,1.01546,0.0762,0.0558,1.25
0.5,15,0.004,0.787542,1.00238,1.02953,0.068,0.0292,1.34
0.5,15,0.007,0.782098,1.00394,1.03937,0.0724,0.0223,1.37
0.5,15,0.01,0.781542,1.00541,1.04827,0.0785,0.0139,1.42
0.5,15,0.04,0.780127,1.02015,1.11411,0.1061,0.0009,1.74
0.5,15,0.07,0.777576,1.03508,1.16138,0.1204,0.0,1.93
0.5,15,0.1,0.776085,1.04663,1.20161,0.1282,0.0,2.07
0.5,15,0.4,0.750847,1.15329,1.50459,0.129,0.0,2.77
0.5,15,0.7,0.735558,1.20226,1.7573,0.1191,0.0,3.11
0.5,15,1,0.726197,1.22709,1.9956,0.1107,0.0,3.37
0.5,15,4,0.708182,1.25675,4.33761,0.0735,0.0,4.9
0.5,15,7,0.706249,1.2583,6.02211,0.0537,0.0,5.79
0.5,15,10,0.705525,1.26338,7.30487,0.0363,0.0,6.3
0.5,15,20,0.704941,1.25807,10.3826,0.0048,0.0,6.23
0.5,10,0.001,0.747529,1.00027,1.01018,0.0303,0.0167,1.2
0.5,10,0.004,0.688179,1.00198,1.01958,0.0363,0.007,1.35
0.5,10,0.007,0.684105,1.00325,1.02748,0.0407,0.0001,1.43
0.5,10,0.01,0.683306,1.00453,1.03432,0.0436,0.0004,1.5
0.5,10,0.04,0.682356,1.01685,1.08735,0.0597,0.0005,1.81
0.5,10,0.07,0.680495,1.02859,1.12523,0.0668,0.0,2.01
0.5,10,0.1,0.679072,1.03816,1.1579,0.0681,0.0,2.17
0.5,10,0.4,0.662015,1.1237,1.41042,0.0569,0.0,2.85
0.5,10,0.7,0.653121,1.16615,1.62185,0.0494,0.0,3.19
0.5,10,1,0.648071,1.18498,1.81608,0.0439,0.0,3.46
0.5,10,4,0.63956,1.21906,3.61275,0.0219,0.0,4.97
0.5,10,7,0.638947,1.22833,5.0625,0.0111,0.0,5.79
0.5,10,10,0.638709,1.23252,6.14844,0.0026,0.0,5.94
0.5,10,20,0.639587,1.21991,8.70784,0.0,0.0018,19.92
0.5,7.5,0.001,0.657334,1.00037,1.00737,0.0153,0.0076,1.26
0.5,7.5,0.004,0.610697,1.00161,1.01258,0.0186,0.0004,1.45
0.5,7.5,0.007,0.606967,1.00273,1.01865,0.0203,0.0005,1.53
0.5,7.5,0.01,0.606202,1.00377,1.02454,0.0215,0.0,1.6
0.5,7.5,0.04,0.604379,1.01439,1.06797,0.0304,0.0,1.9
0.5,7.5,0.07,0.603145,1.02436,1.1002,0.0323,0.0,2.11
0.5,7.5,0.1,0.602142,1.03347,1.12811,0.0311,0.0,2.26
0.5,7.5,0.4,0.590157,1.1062,1.35106,0.0192,0.0,2.89
0.5,7.5,0.7,0.585066,1.13734,1.53778,0.0142,0.0,3.22
0.5,7.5,1,0.582607,1.14739,1.70721,0.011,0.0,3.47
0.5,7.5,4,0.57911,1.17547,3.18275,0.0004,0.0,4.67
0.5,7.5,7,0.580655,1.19438,4.46201,0.0,0.0,15.84
0.5,7.5,10,0.580643,1.19756,5.45247,0.0,0.0,18.22
0.5,7.5,20,0.581167,1.20082,8.00837,0.0,0.0021,24.58
0.5,5,0.001,0.526465,1.0004,1.00264,0.0028,0.0032,1.53
0.5,5,0.004,0.494744,1.00132,1.00634,0.0065,0.0032,4.1
0.5,5,0.007,0.49199,1.0022,1.01048,0.0006,0.0,2.2
0.5,5,0.01,0.491197,1.00299,1.01436,0.0005,0.0,1.74
0.5,5,0.04,0.490669,1.01131,1.04534,0.0012,0.0,2.06
0.5,5,0.07,0.489873,1.01917,1.07055,0.0003,0.0,2.17
0.5,5,0.1,0.48882,1.02666,1.09315,0.0,0.0005,5.99
0.5,5,0.4,0.483405,1.08223,1.28032,0.0,0.0,8.99
0.5,5,0.7,0.482476,1.1059,1.44068,0.0,0.0,9.7
0.5,5,1,0.482435,1.11842,1.5846,0.0,0.0,10.83
0.5,5,4,0.484326,1.1415,2.77524,0.0,0.0,17.78
0.5,5,7,0.485447,1.14533,3.78055,0.0,0.0,19.79
0.5,5,10,0.485621,1.14701,4.80724,0.0,0.0,22.43
0.5,5,20,0.48639,1.14876,7.79743,0.0,0.0,30.9
0.5,2.5,0.001,0.326173,1.00032,1.00188,0.0003,0.0032,2.94
0.5,2.5,0.004,0.312226,1.00092,1.00505,0.0049,0.0032,6.28
0.5,2.5,0.007,0.310424,1.00153,1.00918,0.0,0.0032,4.0
0.5,2.5,0.01,0.309356,1.00218,1.0115,0.0005,0.0032,4.33
0.5,2.5,0.04,0.309176,1.00832,1.03751,0.0,0.0004,5.95
0.5,2.5,0.07,0.309026,1.01396,1.06032,0.0,0.0005,7.01
0.5,2.5,0.1,0.309012,1.0195,1.09716,0.0,0.0,7.4
0.5,2.5,0.4,0.312449,1.04801,1.26184,0.0,0.0,11.93
0.5,2.5,0.7,0.314491,1.0569,1.40972,0.0,0.0,15.91
0.5,2.5,1,0.315658,1.06266,1.543,0.0,0.0,17.9
0.5,2.5,4,0.318731,1.08187,2.65791,0.0,0.0,25.78
0.5,2.5,7,0.31941,1.08343,3.68488,0.0,0.0,29.17
0.5,2.5,10,0.319686,1.08412,4.67203,0.0,0.0,31.56
0.5,2.5,20,0.320229,1.08686,7.4905,0.0,0.0,37.39
0.5,1,0.001,0.152763,1.00029,1.0018,0.0,0.0033,7.43
0.5,1,0.004,0.146308,1.00076,1.0046,0.0033,0.0032,11.75
0.5,1,0.007,0.145391,1.00127,1.00875,0.0,0.0032,8.72
0.5,1,0.01,0.145048,1.00178,1.01114,0.0,0.0032,8.76
0.5,1,0.04,0.145394,1.00661,1.03571,0.0,0.0004,11.87
0.5,1,0.07,0.146568,1.01053,1.05948,0.0,0.0,13.48
0.5,1,0.1,0.147693,1.01351,1.08221,0.0,0.0,15.13
0.5,1,0.4,0.152066,1.02547,1.25569,0.0,0.0,21.49
0.5,1,0.7,0.153376,1.02918,1.39979,0.0,0.0,26.84
0.5,1,1,0.154028,1.03182,1.52938,0.0,0.0,29.63
0.5,1,4,0.155437,1.03469,2.60494,0.0,0.0,39.36
0.5,1,7,0.155692,1.03576,3.55775,0.0,0.0,44.09
0.5,1,10,0.155784,1.03591,4.44655,0.0,0.0,47.74
0.5,1,20,0.155972,1.0376,6.78956,0.0,0.0,54.02
0.25,100,0.001,0.821907,1.00055,1.0169,0.0416,0.0267,0.85
0.25,100,0.004,0.718229,1.00369,1.04032,0.1167,0.0729,1.05
0.25,100,0.007,0.716611,1.00549,1.05522,0.1469,0.0888,1.18
0.25,100,0.01,0.71731,1.00849,1.0672,0.1665,0.0858,1.23
0.25,100,0.04,0.735614,1.03248,1.15256,0.2459,0.1031,1.6
0.25,100,0.07,0.751237,1.05365,1.21534,0.2747,0.086,1.73
0.25,100,0.1,0.756052,1.07174,1.27349,0.2961,0.0606,1.84
0.25,100,0.4,0.772042,1.22811,1.76355,0.3968,0.0111,2.49
0.25,100,0.7,0.759074,1.31252,2.20254,0.4332,0.0164,2.84
0.25,100,1,0.746929,1.34057,2.64929,0.4479,0.0141,3.11
0.25,80,0.001,0.802325,0.999992,1.01155,0.0496,0.037,0.81
0.25,80,0.004,0.704282,1.00366,1.03908,0.114,0.0699,1.09
0.25,80,0.007,0.704585,1.00535,1.05336,0.1791,0.1153,1.27
0.25,80,0.01,0.705687,1.00827,1.06523,0.1893,0.1172,1.35
0.25,80,0.04,0.722641,1.03172,1.14631,0.2257,0.087,1.57
0.25,80,0.07,0.738737,1.0497,1.20837,0.2536,0.0638,1.71
0.25,80,0.1,0.743199,1.07136,1.26549,0.2748,0.0377,1.83
0.25,80,0.4,0.758646,1.21775,1.73525,0.3666,0.0127,2.48
0.25,80,0.7,0.747845,1.29832,2.1491,0.3997,0.0138,2.84
0.25,80,1,0.737358,1.33528,2.5731,0.4107,0.0118,3.1
0.25,60,0.001,0.789763,1.00169,1.0192,0.0638,0.0437,0.83
0.25,60,0.004,0.685445,1.00361,1.03721,0.1503,0.1079,1.18
0.25,60,0.007,0.687797,1.0053,1.05077,0.1538,0.0952,1.26
0.25,60,0.01,0.688193,1.00716,1.06217,0.1648,0.0942,1.28
0.25,60,0.04,0.703503,1.03099,1.13867,0.1986,0.0636,1.53
0.25,60,0.07,0.718849,1.04802,1.1984,0.2261,0.0326,1.69
0.25,60,0.1,0.722682,1.06578,1.25312,0.2457,0.0083,1.82
0.25,60,0.4,0.739568,1.21272,1.69411,0.3259,0.011,2.48
0.25,60,0.7,0.730884,1.29205,2.07597,0.3525,0.0112,2.83
